タイムスタンプ,授業名の頭文字で選択してください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業の全体感について教えてください [単位取得のしやすさ],授業の全体感について教えてください [高評価の取得のしやすさ],授業の全体感について教えてください [授業の面白さ],出欠は取りますか？,課題(リアぺ含む)・小テストはありましたか？(あったものを選択してください),課題(リアぺ含む)や小テストがある場合、その難易度や負担はどの程度でしたか？,試験の有無について教えてください,試験や期末レポートがあった場合、その難易度や負担はどの程度でしたか？,この授業の口コミやアドバイスを教えてください(自由記述)
2021/9/4 13:33,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,表象文化論Ⅰ,,,,,,,,岡田 尚文／杉原 賢彦／福田 桃子,,,,,,,,,,,5(しやすい、面白い),2,5(しやすい、面白い),なし,リアクションペーパー,楽,期末レポート,普通,"毎回の授業はすごく楽です。内容も興味がありさえすれば面白いと思います。ただ、その分レポートはかなりしっかり書かないと高評価はこないとおもいます。私は字数は割と書いたつもりでしたが中身がなかったのでBでした。"
2021/9/4 13:36,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文化人類学Ⅰ,,,,,,,,,,,井上 京子,,,,,,,,5(しやすい、面白い),2,2,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,ペーパーテスト,普通,"毎回の授業はほんとに楽で出欠もなく、たまに簡単な課題が出るだけでした。ペーパーテストは記述問題が事前に内容を教えてくれるためそれをしっかり考えれば単位はくるとおもいます。あとは穴埋めが出ましたが、ちゃんとやっているか過去問を持っていれば簡単なのだと思います。"
2021/9/4 13:37,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政治学Ⅰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,松浦 淳介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1(しにくい、面白くない),4,なし,小テスト,普通,期末レポート,きつい,課題全部出してもcでした。評価厳しい。
2021/9/4 14:28,か行,,,,,,,現代日本史,,,,,,,,,,,,,,,,,,,,,,,山辺 春彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1(しにくい、面白くない),1(しにくい、面白くない),あり,リアクションペーパー,,ペーパーテスト,きつい,1戦後の日本　2取得は授業出てれば取れます　3 わかりません　4 優しそうな人　6興味ないと土曜日に行くのはキツイ
2021/9/4 15:48,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,新井 和広,,,1(しにくい、面白くない),1(しにくい、面白くない),1(しにくい、面白くない),なし,特になし,,ペーパーテスト,きつい,期末テスト一発勝負なうえにテストの内容がかなり難しいのでしっかり勉強していかないと落とします。
2021/9/4 15:51,あ行,映像・音響文化論,,,,柴田 康太郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5(しやすい、面白い),あり,リアクションペーパー,普通,期末レポート,普通,映像をしっかり見てコメントを書くとなると結構時間がかかった。(1授業に3時間くらい)
2021/9/4 15:57,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,西山 晃生,,,,5(しやすい、面白い),2,5(しやすい、面白い),なし,特になし,,期末レポート,普通,提出は期末レポートだけなのですごく楽。しかし(当たり前だけど)レポートの時だけすごく頑張って書いたって高評価は得られない、高評価欲しいなら普段の授業からちゃんと理解しといた方が良さそう。
2021/9/4 16:06,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗教学Ⅰ,,,,,,,,,,,,,,,,,,,志田 雅宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5(しやすい、面白い),なし,小テスト,普通,期末レポート,きつい,授業動画が長い。内容が濃いのでメモをするために動画を止めながら見ていくとものすごく時間がかかる。期末レポートは、複数の課題文を読んでからそれらについて書くレポートだったのだが、その課題文自体がもう難しい。でもこの授業はすごく面白いしタメになる。それとそれなりに頑張ればちゃんとAは貰えた。教授の人柄は優しい。
2021/9/4 16:18,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,田中 あや,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,3,なし,特になし,,期末レポート,普通,授業音声は基本的に教授がプリントを読んでいくスタイルだったので眠かった。任意の中間レポートは割と簡単だったのでやっておいた方がいいと思う。授業の内容自体はけっこう複雑でそれ故に期末レポートも難しかった。頑張ったらAは貰えた。
2021/9/4 19:09,か行,,,,,,,芸術文化論Ⅰ,,,,,,,,,,,,,,犬丸 治／高橋 悠介／津田 眞弓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,5(しやすい、面白い),なし,小テスト,楽,期末レポート,普通,歌舞伎や狂言をオンラインで見たりと、日本文化をしっかり学べる授業。ほぼ毎回ある小テストも4問くらいしかないので、負担もあまりない。普通に授業と小テスト、レポートをこなせば良い評価が来る。
2021/9/4 19:14,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,統計学Ⅰ,,,,,,,森井 真広,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,エクセルの使い方を学べるとても有意義な授業。真面目にやれば単位が取れるし、解説も丁寧で分かりやすいので、パソコンの扱いに自信がない人にもとてもおすすめできる。毎回の課題も、授業中にやったものの提出や授業内容の確認なので、大変ではない。
2021/9/4 19:31,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地学Ⅰ,,,,杵島 正洋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,あり,小テスト,普通,期末レポート,普通,毎回の課題は2日以内にグーグルフォームで提出、期末課題も期限が2週間程度ありグーグルフォームで提出します。レジュメがあるので、保存しておけば答えを探すだけで解ける簡単な課題です。欠点はオンデマンドだけど長い動画が3本あり90分で見終わらない点です。
2021/9/4 19:38,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,5(しやすい、面白い),3,4,なし,リアクションペーパー,楽,期末レポート,きつい,授業は西洋美術史について。世界史選択で少し興味がある人にとってはなかなか楽しい授業。先生の人柄もかなり良く、レポートが期限内に出せなくても救済措置はある模様。期末レポートは3つあってキツいが、どれも短め。
2021/9/4 20:21,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文学Ⅰ,,,,,,,,,,,,朝比奈 緑,,,,,,,4,4,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,授業時間が短くレポートの負担も大きくない
2021/9/4 20:23,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,伏見 岳志,,,3,4,4,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,期末レポート,普通,課題が出される頻度が高いが1回の分量は少ない
2021/9/4 20:25,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,田村 未希,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,あり,リアクションペーパー,楽,期末レポート,普通,ハイデガーの存在と時間を読んで説明している音声を聞きます。毎回のリアペは分からないことを分からないと書けばいいだけです。一部のすごい人の考えは次の授業で紹介されます。期末レポートは2000字程度、読んだ部分の要約ですが、かなり楽でした。
2021/9/4 20:26,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生物学Ⅰ（実験を含む）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福澤 利彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,課題の量は少なくないがしっかり提出すれば単位は来る
2021/9/4 20:27,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地理学Ⅰ,,,,,,,,,,,大島 英幹,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,なし,特になし,,期末レポート,普通,最終回の発表のみで内容面の大きなミスをしても普通に単位を貰えた
2021/9/4 20:30,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,4,4,5(しやすい、面白い),あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,普通,"西洋美術史を一から学ぶオンデマンド授業です。先生が美術史が好きなのが伝わってきて、写真と共に語られる講義もなかなか面白いです。西洋建築も扱うので、建築好きな方も楽しめると思います。毎回の講義の後に、出席代わりのフィードバック（授業内容を400字程度でまとめるもの）を書かなければならないのですが、この類の課題を苦と感じる人は少し辛いかもしれません。期末までの課題レポートは計３つです。自由度は高いので、自分の興味ある分野を上手く扱って、内容を深く書けば、SかAは取れるはずです。"
2021/9/4 20:30,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,宮本 万里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,なし,リアクションペーパー,楽,期末レポート,普通,リアルタイムの授業ですが録画が残されます。レジュメを音読するだけでした。リアペは学期に3回ほど出します。レポートは2000字で、アジアやアフリカの環境問題について書きます。
2021/9/4 20:33,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,大和田 俊之,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,あり,小テスト,普通,ペーパーテスト,普通,毎回オンラインの小テストがあり、レジュメ、教科書を見ながらでも分からない問題もあったのでメモをとるほうが良いです。期末テストはマークシートと記述が半々で、教科書やレジュメを丸暗記すれば簡単です。
2021/9/4 20:38,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗教学Ⅰ,,,,,,,,,,,,,,,,,,,志田 雅宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,なし,小テスト,楽,期末レポート,きつい,小テストが3回ありました。授業資料に答えはあるのですが、探すのは大変でした。授業はオンデマンドでしたが90分では終わりません。期末レポートは4000字程度、課題文を読んで問いに答えます。課題文が4つあり、全て読まなくてはならないので少しきつかったです。
2021/9/4 21:08,あ行,音楽Ⅰ,,,,,福中 冬子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,4,なし,特になし,,オンラインテスト,楽,出欠無オンデマンド、課題ゼロ、期末テスト(オンライン)一発だった。授業は、オペラ作品の動画を見たりしながらオペラ史を追っていく感じだった。毎週zoomが開かれるが強制参加ではなく、録画を見れば良いから実質オンデマンド。毎回情報量が多かったから重めだった。でも課題はないし、レジュメ見ながら期末テスト(選択肢あり)を提出したらAきた。教授は良い人そう。猫を飼っているらしく、授業音声によく猫の声が入っていて癒された。
2021/9/4 21:10,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西洋建築史,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アルマザン カバジェーロ， ホルヘ／和田 菜穂子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5(しやすい、面白い),あり,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,"西洋建築史を古代から現代まで学ぶオンデマンド授業です。講義自体では、多くの建築物とその時代の特徴的な構造を学びます。課題として、２つのプレゼンテーション（グループプレゼンと個人プレゼン）をZoom等を利用して録画し提出します。多くの書籍を参考にしてプレゼンテーションの正確性を上げると、評価は高くなるように感じました。プレゼンが好きな方には、もってこいの授業だと思います。"
2021/9/4 21:17,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生物学Ⅰ（実験を含む）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福澤 利彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,5(しやすい、面白い),あり,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,コロナのため、対面実験とオンデマンド動画配信が交互。対面実験は、1時限目に実験の概要を解説して2時限目に実験→レポートの流れだった。レポートには実験の目的・手順の他にいくつか設問が用意されていて、それについて自分の考えを書く(1時限目の解説をちゃんと聞いていれば割と簡単に分かる、しかも終わった人から早く帰れる）。グループで実験やるから友達できる◎オンデマンドは動画15分くらいしかなくて、内容も理解できる。課題はA４用紙1枚に７～８個くらいある設問の答えをまとめる感じで、これはちょっとめんどくさかった。でもその代わり期末がないし、答えが合っていたかはともかく毎週課題をちゃんと出してたらAきたから楽単だったと思う。
2021/9/4 21:25,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,金山 弘昌,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,出欠無オンデマンド、西洋建築史の授業。毎週音声が埋め込まれているタイプのパワポが配信される。ちゃんとメモを取っていたから消化に時間がかかったが、その分期末レポートはやりやすかった(聞き流してれば絶対すぐ終わる)。期末レポでは、提示された建築の分類を答えたり、その特徴を記述したりした。レジュメ見ながら書けること書きまくったらＳきた。小レポートなる課題が学期を通して3回くらいあったが、建築の分類を答えるみたいな一瞬で終わるやつだった。建築とか美術好きなら内容も楽しめると思う。楽単だった。
2021/9/4 22:11,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,東海林 亜矢子,,,5(しやすい、面白い),5(しやすい、面白い),3,なし,リアクションペーパー,楽,なし,,"①日本の皇位継承の歴史を古代から扱う。日本史や皇室の歴史が好きな人にはおもしろい授業だと思います。かと言って別に世界史選択や皇室の歴史を全く知らなくても理解できないことは全然ありません。②毎回のリアクションペーパーは授業内容のまとめで字数の指定もないので、2、3行でも大丈夫なようです。とりあえず出せば単位は来ると思います。③リアペは字数制限がないとはいえ、詳しく書けば書くほど評価はもらえます。リアペで要点となりそうなところは、スライドにわかりやすく太字や大きな字にして書かれているのでそれを使ってまとめると良いです。私は世界史選択で日本史はほとんど忘れていましたが、毎回400〜1000字でまとめてSでした。⑥楽単なので心構えしておくべきことはまったくありません。先生もいい人だと思います。ただ、話し方が少々ゆっくりで話も行ったり来たりする感じなので、聞いていてもどかしくなることが多々ありました。そのくらいです。"
2021/9/4 22:22,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,生物学Ⅰ（実験を含む）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上村 佳孝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),4,5(しやすい、面白い),なし,課題(問題演習や小レポート、プレゼンテーションなど),普通,なし,,"①シラバスの通りです。先生はイグノーベル賞をとった方で、大変わかりやすい授業でした。生物が大の苦手という人でも安心して履修できます。実験も楽しかったです。オンデマンドの動画配信で、長くても1時間以内には見終わります。②毎回、その週の授業内容に関連した問題が5〜10問ほど出題されます。授業支援から提出なので、1週間の期限のあいだじっくり考えることができます。すごく難しいというわけではないですが、応用問題もあって少々苦労はしました。正解かは分からなくても、授業内容を引用しつつ何かしら書いて出せば単位はくれると思います。先生は正解不正解というよりも、真剣に考えた姿勢を採点の対象に入れている印象です。④普通にいい方です。⑤授業動画はデータが重くなるのを避けたいからという理由で、自動音声でした。最初は内容が頭に入ってきづらく苦労しましたが、慣れてくるとむしろわかりやすかったです。なので教授の肉声は対面の実験のときしか聞けません。⑥生物が苦手、嫌い、もう忘れたという人でも大丈夫だと思います。課題はそこまで楽ではありませんが、期末課題がないと考えればかなり楽です。"
